Locality,Zip Code,Province,Type of Property,Subtype of Property,Price,Number of Rooms,Livable Space (m2),Fully Equipped Kitchen,Furnished,Open Fire,Terrace,Terrace Area (m2),Garden,Garden Area (m2),Swimming Pool,Surface of the Land (m2),Number of Facades,PEB,Primary Energy Consumption (kWh/m2),State of the Building,State of the Building_Numeric,PEB_Numeric,Province_Numeric,Type of Property_Numeric,Subtype of Property_Grouped,Subtype of Property_Grouped_Numeric
Lier,2500,Province of Antwerp,House,apartment-block,285000.0,1.0,40,0,0,0,0,0.0,0,0.0,0,259.0,2.0,D,332.0,Good,4,4,2,1,Specialized Properties,3
Wemmel,1780,Province of Flemish Brabant,House,villa,1550000.0,5.0,405,0,0,0,0,0.0,1,1200.0,0,1433.0,4.0,B,119.0,As new,6,2,5,1,Luxury Properties,4
Herstal,4040,Province of Liège,House,apartment-block,549000.0,5.0,289,1,0,0,1,40.0,0,0.0,0,163.0,2.0,B,106.0,Good,4,2,6,1,Specialized Properties,3
Schaerbeek,1030,Brussels-Capital Region,House,apartment-block,1450000.0,11.0,547,0,0,0,1,6.0,0,0.0,0,620.0,2.0,C,141.0,Good,4,3,1,1,Specialized Properties,3
Elsene,1050,Brussels-Capital Region,House,house,1200000.0,5.0,207,0,0,0,1,9.0,1,29.0,0,0.0,2.0,Not specified,317.0,Good,4,8,1,1,Houses,2
Zaventem,1930,Province of Flemish Brabant,Apartment,ground-floor,220000.0,1.0,65,0,0,0,0,0.0,0,0.0,0,0.0,0.0,B,165.0,As new,6,2,5,0,Apartments,1
Anderlecht,1070,Brussels-Capital Region,Apartment,apartment,225000.0,2.0,78,1,0,0,0,0.0,0,0.0,0,0.0,4.0,D,178.0,Good,4,4,1,0,Apartments,1
Elsene,1050,Brussels-Capital Region,House,house,1375000.0,6.0,215,0,0,0,1,24.0,1,36.0,0,0.0,2.0,Not specified,317.0,Good,4,8,1,1,Houses,2
Scherpenheuvel-zichem,3271,Province of Flemish Brabant,House,house,195000.0,5.0,129,0,0,1,1,15.0,1,770.0,0,1020.0,3.0,D,389.0,To be done up,3,4,5,1,Houses,2
Uccle,1180,Brussels-Capital Region,Apartment,apartment,229000.0,1.0,65,1,0,0,0,0.0,0,0.0,0,0.0,2.0,G,893.0,To renovate,2,7,1,0,Apartments,1
Libramont-chevigny,6800,Province of Luxembourg,House,house,309000.0,4.0,150,0,0,0,1,10.0,1,800.0,0,965.0,4.0,E,422.0,To renovate,2,5,8,1,Houses,2
Uccle,1180,Brussels-Capital Region,House,apartment-block,895000.0,2.0,450,1,0,0,0,0.0,0,0.0,0,0.0,2.0,Not specified,317.0,Good,4,8,1,1,Specialized Properties,3
Gent,9000,Province of East Flanders,House,apartment-block,549000.0,3.0,220,1,0,0,0,0.0,0,0.0,0,71.0,0.0,F,633.0,To renovate,2,6,3,1,Specialized Properties,3
Halle,1500,Province of Flemish Brabant,House,mixed-use-building,1590000.0,12.0,602,0,0,0,0,0.0,0,0.0,0,0.0,2.0,Not specified,317.0,Good,4,8,5,1,Specialized Properties,3
Zwijndrecht,2070,Province of Antwerp,House,house,349000.0,5.0,160,0,0,0,0,0.0,0,0.0,0,301.0,0.0,F,638.0,To renovate,2,6,2,1,Houses,2
Kontich,2550,Province of Antwerp,House,house,319000.0,5.0,172,1,0,0,1,14.0,1,100.0,0,212.0,2.0,D,342.0,To be done up,3,4,2,1,Houses,2
Fosses-la-ville,5070,Province of Namur,House,villa,630000.0,5.0,350,1,0,1,0,0.0,0,0.0,0,2800.0,4.0,C,192.0,Just renovated,5,3,10,1,Luxury Properties,4
Gentbrugge,9050,Province of East Flanders,House,house,549000.0,4.0,205,1,0,0,1,25.0,0,0.0,0,117.0,0.0,B,157.0,Just renovated,5,2,3,1,Houses,2
Knokke-heist,8300,Province of West Flanders,House,house,1690000.0,3.0,291,0,0,0,0,0.0,0,0.0,0,732.0,4.0,Not specified,45.0,As new,6,8,4,1,Houses,2
Destelbergen,9070,Province of East Flanders,House,house,495000.0,3.0,170,0,0,0,1,1.0,1,1.0,0,578.0,3.0,A,317.0,As new,6,1,3,1,Houses,2
Bruxelles,1120,Brussels-Capital Region,Apartment,apartment,232000.0,1.0,75,1,0,0,0,0.0,0,0.0,0,0.0,2.0,C,102.0,Good,4,3,1,0,Apartments,1
Waterloo,1410,Province of Walloon Brabant,House,house,350000.0,2.0,120,1,0,0,0,0.0,1,472.0,0,575.0,4.0,G,522.0,To be done up,3,7,7,1,Houses,2
Amay,4540,Province of Liège,House,mixed-use-building,599000.0,5.0,366,0,0,0,0,0.0,0,0.0,0,122.0,2.0,B,154.0,Not specified,7,2,6,1,Specialized Properties,3
Merelbeke,9820,Province of East Flanders,House,house,549000.0,4.0,205,1,0,0,1,25.0,0,0.0,0,117.0,0.0,B,157.0,Just renovated,5,2,3,1,Houses,2
Lauwe,8930,Province of West Flanders,House,villa,1200000.0,4.0,594,0,0,0,0,0.0,0,0.0,1,2263.0,4.0,B,317.0,As new,6,2,4,1,Luxury Properties,4
Londerzeel,1840,Province of Flemish Brabant,House,town-house,342000.0,4.0,140,0,0,0,1,7.0,1,40.0,0,94.0,2.0,B,147.0,Good,4,2,5,1,Houses,2
Grimbergen,1850,Province of Flemish Brabant,House,castle,2250000.0,10.0,850,1,0,0,0,0.0,1,95000.0,0,95000.0,4.0,Not specified,317.0,To be done up,3,8,5,1,Luxury Properties,4
Lubbeek,3210,Province of Flemish Brabant,House,house,355000.0,3.0,120,1,0,0,0,0.0,0,0.0,0,261.0,2.0,C,249.0,Just renovated,5,3,5,1,Houses,2
Gooik,1755,Province of Flemish Brabant,House,house,229000.0,2.0,146,1,0,0,0,0.0,0,0.0,0,1908.0,3.0,F,526.0,To be done up,3,6,5,1,Houses,2
Gent,9000,Province of East Flanders,House,house,1850000.0,6.0,425,0,0,0,0,0.0,0,0.0,0,940.0,4.0,B,317.0,As new,6,2,3,1,Houses,2
Bruxelles,1120,Brussels-Capital Region,Apartment,apartment,235000.0,2.0,75,1,0,0,1,4.0,0,0.0,0,0.0,2.0,G,495.0,Good,4,7,1,0,Apartments,1
Gent,9000,Province of East Flanders,House,house,1100000.0,5.0,200,1,1,0,1,13.0,1,41.0,0,147.0,2.0,A,90.0,As new,6,1,3,1,Houses,2
Schoten,2900,Province of Antwerp,House,house,549900.0,7.0,281,1,0,0,0,0.0,1,1000.0,0,1323.0,3.0,C,296.0,Good,4,3,2,1,Houses,2
Tervuren,3080,Province of Flemish Brabant,House,house,2300000.0,3.0,425,0,0,0,0,0.0,1,2500.0,0,2700.0,4.0,B,148.0,As new,6,2,5,1,Houses,2
Antwerpen,2170,Province of Antwerp,Apartment,apartment,192000.0,2.0,70,1,0,0,1,3.0,0,0.0,0,0.0,4.0,B,317.0,Good,4,2,2,0,Apartments,1
Zelzate,9060,Province of East Flanders,House,house,369000.0,3.0,149,1,0,0,1,46.0,1,24.0,0,169.0,0.0,B,191.0,Good,4,2,3,1,Houses,2
Nazareth,9810,Province of East Flanders,House,house,535000.0,3.0,356,1,0,0,0,0.0,0,0.0,0,730.0,4.0,C,235.0,Good,4,3,3,1,Houses,2
Aartselaar,2630,Province of Antwerp,House,house,650000.0,3.0,444,0,0,0,0,0.0,0,0.0,0,1323.0,0.0,D,361.0,Not specified,7,4,2,1,Houses,2
Uccle,1180,Brussels-Capital Region,House,exceptional-property,2695000.0,5.0,689,1,0,0,0,0.0,0,0.0,0,1578.0,4.0,D,153.0,To be done up,3,4,1,1,Luxury Properties,4
Enghien,7850,Province of Hainaut,House,house,560000.0,5.0,485,0,0,0,0,0.0,0,0.0,0,1535.0,2.0,F,436.0,Not specified,7,6,9,1,Houses,2
Berchem-sainte-agathe,1082,Brussels-Capital Region,Apartment,apartment,245000.0,2.0,70,1,0,0,1,6.0,0,0.0,0,0.0,4.0,C,121.0,Good,4,3,1,0,Apartments,1
Rixensart,1330,Province of Walloon Brabant,House,house,595000.0,4.0,209,0,0,1,1,9.0,0,0.0,0,1160.0,4.0,F,461.0,To be done up,3,6,7,1,Houses,2
Arlon,6700,Province of Luxembourg,House,house,990000.0,5.0,482,1,0,0,0,0.0,0,0.0,0,2157.0,4.0,D,260.0,Good,4,4,8,1,Houses,2
Kortrijk,8500,Province of West Flanders,House,house,465000.0,3.0,191,0,0,0,0,0.0,0,0.0,0,230.0,0.0,A,96.0,Not specified,7,1,4,1,Houses,2
Sint-jans-molenbeek,1080,Brussels-Capital Region,Apartment,apartment,255000.0,2.0,90,1,0,0,1,6.0,0,0.0,0,0.0,4.0,B,86.0,Good,4,2,1,0,Apartments,1
Awans,4340,Province of Liège,House,house,699000.0,5.0,295,1,0,0,1,40.0,1,324.0,0,930.0,4.0,D,328.0,As new,6,4,6,1,Houses,2
Berlare,9290,Province of East Flanders,Apartment,penthouse,1325000.0,2.0,320,1,0,1,1,106.0,0,0.0,0,0.0,4.0,B,168.0,Not specified,7,2,3,0,Apartments,1
Schoten,2900,Province of Antwerp,House,house,3995000.0,7.0,773,1,0,1,0,0.0,0,0.0,1,27097.0,4.0,B,132.0,As new,6,2,2,1,Houses,2
Woluwe-saint-pierre,1150,Brussels-Capital Region,House,villa,1385000.0,4.0,260,1,0,0,1,72.0,1,460.0,0,547.0,4.0,D,175.0,As new,6,4,1,1,Luxury Properties,4
Belvaux,5580,Province of Namur,House,house,429000.0,3.0,166,1,0,0,1,15.0,1,1220.0,0,1220.0,4.0,E,376.0,Just renovated,5,5,10,1,Houses,2
Wemmel,1780,Province of Flemish Brabant,House,mixed-use-building,625000.0,7.0,266,0,0,0,0,0.0,0,0.0,0,304.0,3.0,C,258.0,Not specified,7,3,5,1,Specialized Properties,3
Duffel,2570,Province of Antwerp,House,villa,795000.0,4.0,370,0,0,0,0,0.0,1,2000.0,0,2500.0,4.0,D,368.0,Good,4,4,2,1,Luxury Properties,4
Liege,4020,Province of Liège,House,house,74000.0,2.0,73,1,0,1,1,10.0,1,45.0,0,82.0,3.0,F,475.0,To renovate,2,6,6,1,Houses,2
Edegem,2650,Province of Antwerp,House,house,384950.0,3.0,160,0,0,0,0,0.0,1,70.0,0,170.0,2.0,D,370.0,To be done up,3,4,2,1,Houses,2
Nivelles,1400,Province of Walloon Brabant,House,villa,1150000.0,4.0,400,1,0,0,0,0.0,1,3197.0,1,3497.0,4.0,B,161.0,Good,4,2,7,1,Luxury Properties,4
Vichte,8570,Province of West Flanders,House,house,259500.0,3.0,145,1,0,1,1,25.0,0,0.0,0,150.0,2.0,B,171.0,Good,4,2,4,1,Houses,2
Wemmel,1780,Province of Flemish Brabant,House,house,389000.0,3.0,145,0,0,0,1,8.0,1,130.0,0,130.0,2.0,B,159.0,Good,4,2,5,1,Houses,2
Oostkamp,8020,Province of West Flanders,House,house,246000.0,4.0,116,0,0,1,0,0.0,1,98.0,0,230.0,3.0,E,464.0,Good,4,5,4,1,Houses,2
Herent,3020,Province of Flemish Brabant,House,house,630000.0,4.0,240,0,0,0,1,25.0,1,203.0,0,324.0,0.0,A,317.0,Not specified,7,1,5,1,Houses,2
Lier,2500,Province of Antwerp,House,house,595000.0,5.0,345,0,0,0,0,0.0,1,29.0,0,170.0,3.0,E,490.0,To renovate,2,5,2,1,Houses,2
Ixelles,1050,Brussels-Capital Region,House,house,6700000.0,10.0,1687,0,0,0,0,0.0,1,880.0,0,0.0,2.0,E,317.0,Good,4,5,1,1,Houses,2
Trooz,4870,Province of Liège,House,villa,398000.0,4.0,162,1,0,1,0,0.0,1,1127.0,0,1702.0,4.0,F,479.0,Good,4,6,6,1,Luxury Properties,4
Knokke-heist,8300,Province of West Flanders,House,house,4875000.0,6.0,404,1,0,0,0,0.0,0,0.0,0,561.0,4.0,A,74.0,Good,4,1,4,1,Houses,2
Woluwe-saint-lambert,1200,Brussels-Capital Region,Apartment,apartment,249000.0,1.0,70,1,0,0,1,5.0,0,0.0,0,0.0,2.0,G,694.0,Good,4,7,1,0,Apartments,1
De-panne,8660,Province of West Flanders,House,house,595000.0,6.0,281,1,0,0,0,0.0,0,0.0,0,281.0,0.0,C,219.0,Just renovated,5,3,4,1,Houses,2
Rhode-saint-genese,1640,Province of Flemish Brabant,House,villa,895000.0,4.0,240,1,0,0,1,30.0,1,1400.0,0,1400.0,4.0,B,198.0,To be done up,3,2,5,1,Luxury Properties,4
Woluwe-saint-pierre,1150,Brussels-Capital Region,House,villa,3950000.0,8.0,555,1,0,0,1,100.0,1,2800.0,1,3588.0,4.0,G,385.0,As new,6,7,1,1,Luxury Properties,4
Deinze,9800,Province of East Flanders,House,villa,695000.0,3.0,385,1,0,0,1,124.0,1,1105.0,1,1811.0,4.0,E,428.0,Good,4,5,3,1,Luxury Properties,4
Tienen,3300,Province of Flemish Brabant,Apartment,apartment,189500.0,2.0,79,0,0,0,1,6.0,0,0.0,0,0.0,0.0,C,226.0,As new,6,3,5,0,Apartments,1
Forest,1190,Brussels-Capital Region,House,house,4850000.0,7.0,1300,1,0,0,0,0.0,1,19.0,1,4895.0,4.0,E,260.0,As new,6,5,1,1,Houses,2
Nieuwpoort,8620,Province of West Flanders,House,villa,995000.0,4.0,211,1,0,0,0,0.0,0,0.0,0,666.0,0.0,F,579.0,To renovate,2,6,4,1,Luxury Properties,4
Borgerhout,2140,Province of Antwerp,House,house,780000.0,10.0,448,0,0,0,0,0.0,0,0.0,0,0.0,0.0,D,335.0,To renovate,2,4,2,1,Houses,2
Lubbeek,3210,Province of Flemish Brabant,House,villa,990000.0,6.0,492,0,0,0,0,0.0,0,0.0,1,2435.0,4.0,Not specified,317.0,As new,6,8,5,1,Luxury Properties,4
Juprelle,4450,Province of Liège,House,house,330000.0,3.0,125,1,0,0,1,53.0,1,563.0,0,670.0,3.0,D,273.0,Good,4,4,6,1,Houses,2
Charleroi-couillet,6010,Province of Hainaut,House,house,150000.0,4.0,121,0,0,0,0,0.0,1,320.0,0,420.0,4.0,G,515.0,To renovate,2,7,9,1,Houses,2
Brussel,1000,Brussels-Capital Region,Apartment,apartment,175000.0,1.0,20,0,1,0,0,0.0,0,0.0,0,0.0,0.0,F,314.0,Good,4,6,1,0,Apartments,1
Bruxelles,1000,Brussels-Capital Region,Apartment,flat-studio,135000.0,1.0,23,1,0,0,0,0.0,0,0.0,0,0.0,2.0,E,236.0,Good,4,5,1,0,Apartments,1
Liege,4020,Province of Liège,House,house,165000.0,3.0,126,0,1,0,1,26.0,1,112.0,0,165.0,2.0,D,325.0,Good,4,4,6,1,Houses,2
Wakken,8720,Province of West Flanders,Apartment,apartment,149900.0,1.0,62,1,0,0,0,0.0,0,0.0,0,0.0,0.0,B,132.0,Good,4,2,4,0,Apartments,1
Brussels,1000,Brussels-Capital Region,Apartment,apartment,450000.0,3.0,125,1,0,0,1,9.0,0,0.0,0,0.0,3.0,G,367.0,Good,4,7,1,0,Apartments,1
Schelle,2627,Province of Antwerp,House,house,625000.0,4.0,209,1,0,0,0,0.0,0,0.0,0,631.0,4.0,B,176.0,Good,4,2,2,1,Houses,2
Halle,1500,Province of Flemish Brabant,Apartment,apartment,245000.0,2.0,84,1,0,0,0,0.0,0,0.0,0,0.0,0.0,B,159.0,Good,4,2,5,0,Apartments,1
Knokke-zoute,8300,Province of West Flanders,House,villa,6395000.0,5.0,368,1,0,0,0,0.0,0,0.0,1,1143.0,4.0,B,121.0,As new,6,2,4,1,Luxury Properties,4
Dendermonde,9200,Province of East Flanders,House,house,539000.0,4.0,306,1,0,0,0,0.0,0,0.0,0,594.0,4.0,B,165.0,As new,6,2,3,1,Houses,2
Gavere,9890,Province of East Flanders,House,house,376463.0,3.0,120,1,0,0,1,14.0,1,158.0,0,238.0,3.0,Not specified,317.0,As new,6,8,3,1,Houses,2
Knokke-heist-knokke,8300,Province of West Flanders,House,villa,8900000.0,5.0,893,1,0,0,0,0.0,0,0.0,0,1215.0,4.0,A,80.0,As new,6,1,4,1,Luxury Properties,4
Izegem,8870,Province of West Flanders,House,mixed-use-building,379000.0,2.0,171,1,0,0,0,0.0,0,0.0,0,227.0,0.0,B,317.0,Good,4,2,4,1,Specialized Properties,3
Uccle,1180,Brussels-Capital Region,Apartment,apartment,259000.0,1.0,75,0,0,0,0,0.0,0,0.0,0,0.0,2.0,G,634.0,To renovate,2,7,1,0,Apartments,1
Willebroek,2830,Province of Antwerp,House,house,399000.0,3.0,160,1,0,0,0,0.0,0,0.0,0,280.0,2.0,C,204.0,Good,4,3,2,1,Houses,2
Ixelles,1050,Brussels-Capital Region,Apartment,penthouse,1350000.0,5.0,395,1,0,1,1,100.0,0,0.0,0,0.0,4.0,C,140.0,As new,6,3,1,0,Apartments,1
Kapelle-op-den-bos,1880,Province of Flemish Brabant,House,house,599000.0,2.0,230,0,0,1,0,0.0,0,0.0,0,10808.0,0.0,F,1078.0,To renovate,2,6,5,1,Houses,2
Knokke-heist,8300,Province of West Flanders,House,villa,4950000.0,7.0,316,0,0,1,0,0.0,0,0.0,0,1270.0,4.0,E,456.0,Good,4,5,4,1,Luxury Properties,4
Gavere,9890,Province of East Flanders,House,house,399189.0,3.0,153,1,0,0,1,17.0,1,49.0,0,154.0,2.0,Not specified,317.0,As new,6,8,3,1,Houses,2
Uccle,1180,Brussels-Capital Region,Apartment,apartment,259000.0,1.0,75,1,0,0,0,0.0,0,0.0,0,0.0,2.0,G,579.0,To renovate,2,7,1,0,Apartments,1
Oudenaarde,9700,Province of East Flanders,House,house,435000.0,3.0,162,0,0,0,1,7.0,0,0.0,0,725.0,3.0,B,136.0,Good,4,2,3,1,Houses,2
Meigem,9800,Province of East Flanders,House,house,685000.0,3.0,227,0,0,0,0,0.0,0,0.0,1,17251.0,0.0,E,495.0,Good,4,5,3,1,Houses,2
Neuville-en-condroz,4121,Province of Liège,House,house,599000.0,3.0,209,1,0,1,0,0.0,0,0.0,0,2489.0,4.0,C,171.0,Good,4,3,6,1,Houses,2
Antwerpen,2000,Province of Antwerp,Apartment,apartment,1250000.0,3.0,272,1,0,0,0,0.0,0,0.0,0,0.0,2.0,B,176.0,Good,4,2,2,0,Apartments,1
Bruxelles,1000,Brussels-Capital Region,Apartment,apartment,690000.0,4.0,281,1,0,0,0,0.0,0,0.0,0,0.0,3.0,E,211.0,Good,4,5,1,0,Apartments,1
Gavere,9890,Province of East Flanders,House,house,401089.0,3.0,153,1,0,0,1,17.0,1,53.0,0,159.0,2.0,Not specified,317.0,As new,6,8,3,1,Houses,2
Bruxelles,1000,Brussels-Capital Region,House,mixed-use-building,450000.0,3.0,134,1,0,0,0,0.0,0,0.0,0,43.0,2.0,F,275.0,As new,6,6,1,1,Specialized Properties,3
Zulte,9870,Province of East Flanders,House,house,849000.0,4.0,378,1,0,0,0,0.0,0,0.0,0,1709.0,4.0,C,232.0,Good,4,3,3,1,Houses,2
Halle,1500,Province of Flemish Brabant,Apartment,apartment,259000.0,2.0,75,0,0,0,0,0.0,0,0.0,0,0.0,4.0,F,550.0,Good,4,6,5,0,Apartments,1
Antwerpen,2000,Province of Antwerp,Apartment,duplex,1545000.0,3.0,246,0,0,0,1,30.0,0,0.0,0,0.0,2.0,A,86.0,As new,6,1,2,0,Apartments,1
Saint-gilles,1060,Brussels-Capital Region,House,apartment-block,1750000.0,0.0,900,0,0,0,0,0.0,0,0.0,0,230.0,2.0,Not specified,317.0,Good,4,8,1,1,Specialized Properties,3
Aartselaar,2630,Province of Antwerp,Apartment,apartment,224000.0,2.0,89,1,0,0,0,0.0,0,0.0,0,0.0,2.0,C,249.0,Good,4,3,2,0,Apartments,1
Reningelst,8970,Province of West Flanders,House,house,275000.0,3.0,167,1,0,0,0,0.0,0,0.0,0,400.0,3.0,C,239.0,Good,4,3,4,1,Houses,2
Aalst,9300,Province of East Flanders,House,mansion,660000.0,4.0,280,1,0,0,0,0.0,0,0.0,0,200.0,0.0,B,190.0,Good,4,2,3,1,Luxury Properties,4
Kortrijk,8500,Province of West Flanders,House,house,599000.0,7.0,362,1,0,0,0,0.0,0,0.0,0,435.0,0.0,D,343.0,Just renovated,5,4,4,1,Houses,2
Edegem,2650,Province of Antwerp,Apartment,apartment,604250.0,0.0,279,0,0,0,1,40.0,0,0.0,0,0.0,0.0,Not specified,317.0,Not specified,7,8,2,0,Apartments,1
Tremelo,3120,Province of Flemish Brabant,House,villa,995000.0,5.0,258,0,0,0,0,0.0,0,0.0,1,1669.0,4.0,B,153.0,As new,6,2,5,1,Luxury Properties,4
Oupeye,4680,Province of Liège,House,house,139000.0,2.0,122,1,0,0,0,0.0,1,15.0,0,113.0,2.0,D,283.0,To renovate,2,4,6,1,Houses,2
Woluwe-saint-pierre,1150,Brussels-Capital Region,Apartment,apartment,470000.0,3.0,140,1,0,0,1,6.0,0,0.0,0,0.0,2.0,E,317.0,To be done up,3,5,1,0,Apartments,1
Bonheiden,2820,Province of Antwerp,House,villa,1165000.0,3.0,241,1,0,1,1,75.0,1,400.0,0,0.0,4.0,C,279.0,Good,4,3,2,1,Luxury Properties,4
Laken,1020,Brussels-Capital Region,Apartment,duplex,279000.0,3.0,101,1,0,0,0,0.0,0,0.0,0,0.0,2.0,D,185.0,Good,4,4,1,0,Apartments,1
Maldegem,9990,Province of East Flanders,House,house,599500.0,4.0,200,1,0,0,0,0.0,0,0.0,0,355.0,0.0,A,27.0,As new,6,1,3,1,Houses,2
Uccle,1180,Brussels-Capital Region,Apartment,ground-floor,1950000.0,4.0,318,1,0,0,0,0.0,0,0.0,0,0.0,3.0,F,321.0,Good,4,6,1,0,Apartments,1
Flemalle,4400,Province of Liège,House,house,144000.0,2.0,115,1,1,0,1,30.0,1,85.0,0,205.0,3.0,G,548.0,To be done up,3,7,6,1,Houses,2
Halle,1500,Province of Flemish Brabant,Apartment,apartment,287500.0,1.0,76,0,0,0,1,26.0,0,0.0,0,0.0,0.0,A,59.0,As new,6,1,5,0,Apartments,1
Ronse,9600,Province of East Flanders,House,house,485000.0,5.0,200,1,0,0,1,20.0,1,195.0,0,505.0,3.0,C,267.0,As new,6,3,3,1,Houses,2
Knokke-heist,8300,Province of West Flanders,Apartment,apartment,3595000.0,3.0,237,1,0,0,0,0.0,0,0.0,0,0.0,2.0,Not specified,317.0,Good,4,8,4,0,Apartments,1
Gent,9000,Province of East Flanders,House,house,225000.0,3.0,102,0,0,0,0,0.0,1,15.0,0,65.0,2.0,F,630.0,To renovate,2,6,3,1,Houses,2
Schoten,2900,Province of Antwerp,House,villa,1775000.0,5.0,493,0,0,0,0,0.0,0,0.0,1,2184.0,4.0,A,87.0,As new,6,1,2,1,Luxury Properties,4
Herent,3020,Province of Flemish Brabant,House,house,455000.0,3.0,190,1,0,0,1,20.0,1,150.0,0,493.0,0.0,F,534.0,To be done up,3,6,5,1,Houses,2
Bonheiden,2820,Province of Antwerp,House,house,1165000.0,3.0,241,1,0,1,1,75.0,1,400.0,0,0.0,4.0,C,279.0,Good,4,3,2,1,Houses,2
Oudenaarde,9700,Province of East Flanders,House,mixed-use-building,635000.0,5.0,272,0,0,0,0,0.0,0,0.0,0,340.0,2.0,D,417.0,Not specified,7,4,3,1,Specialized Properties,3
Hemiksem,2620,Province of Antwerp,House,house,549000.0,3.0,349,1,0,0,0,0.0,0,0.0,0,260.0,2.0,C,251.0,Good,4,3,2,1,Houses,2
Knokke,8300,Province of West Flanders,Apartment,duplex,1950000.0,4.0,222,0,0,0,1,32.0,0,0.0,0,0.0,2.0,Not specified,317.0,Good,4,8,4,0,Apartments,1
Virton,6760,Province of Luxembourg,Apartment,triplex,169000.0,3.0,126,1,0,0,0,0.0,0,0.0,0,0.0,2.0,B,169.0,Good,4,2,8,0,Apartments,1
Oudenaarde,9700,Province of East Flanders,House,house,495000.0,5.0,200,0,1,0,0,0.0,0,0.0,0,1819.0,4.0,C,296.0,Good,4,3,3,1,Houses,2
Destelbergen,9070,Province of East Flanders,House,house,639000.0,5.0,303,1,0,0,1,42.0,1,760.0,0,1277.0,4.0,C,250.0,As new,6,3,3,1,Houses,2
Nazareth,9810,Province of East Flanders,House,house,625000.0,4.0,241,0,0,0,0,0.0,0,0.0,0,796.0,0.0,B,151.0,Good,4,2,3,1,Houses,2
Antwerpen,2000,Province of Antwerp,Apartment,apartment,2275000.0,3.0,236,1,0,0,1,30.0,0,0.0,0,0.0,0.0,A,53.0,As new,6,1,2,0,Apartments,1
Braine-lalleud,1420,Province of Walloon Brabant,Apartment,apartment,295000.0,1.0,72,0,0,0,0,0.0,0,0.0,0,0.0,2.0,B,155.0,Not specified,7,2,7,0,Apartments,1
Rotselaar,3110,Province of Flemish Brabant,House,house,549000.0,3.0,209,1,0,0,0,0.0,0,0.0,0,1361.0,4.0,B,143.0,Good,4,2,5,1,Houses,2
Brussel,1000,Brussels-Capital Region,Apartment,flat-studio,240000.0,0.0,41,0,1,0,1,2.0,0,0.0,0,0.0,1.0,B,95.0,As new,6,2,1,0,Apartments,1
Seraing,4102,Province of Liège,House,house,199900.0,3.0,131,1,0,0,1,40.0,1,30.0,0,160.0,2.0,C,233.0,As new,6,3,6,1,Houses,2
Schaerbeek,1030,Brussels-Capital Region,Apartment,apartment,315000.0,2.0,85,1,0,0,0,0.0,0,0.0,0,0.0,4.0,F,290.0,As new,6,6,1,0,Apartments,1
Bruxelles,1000,Brussels-Capital Region,Apartment,apartment,1175000.0,4.0,260,1,0,0,0,0.0,0,0.0,1,0.0,3.0,D,189.0,As new,6,4,1,0,Apartments,1
Schaerbeek,1030,Brussels-Capital Region,House,mixed-use-building,649000.0,6.0,310,0,0,0,0,0.0,0,0.0,0,110.0,2.0,E,229.0,To be done up,3,5,1,1,Specialized Properties,3
Brecht-schoten,2960,Province of Antwerp,House,house,625000.0,4.0,240,0,0,0,1,20.0,0,0.0,0,1010.0,3.0,C,225.0,Not specified,7,3,2,1,Houses,2
Seraing,4101,Province of Liège,House,house,215000.0,2.0,117,1,0,0,1,30.0,1,205.0,0,320.0,2.0,C,247.0,As new,6,3,6,1,Houses,2
Wilsele,3012,Province of Flemish Brabant,House,house,445000.0,4.0,180,0,0,0,0,0.0,0,0.0,0,470.0,3.0,Not specified,317.0,Not specified,7,8,5,1,Houses,2
Jette,1090,Brussels-Capital Region,Apartment,apartment,320000.0,3.0,90,1,0,0,1,3.0,0,0.0,0,0.0,2.0,D,174.0,Good,4,4,1,0,Apartments,1
Gent,9000,Province of East Flanders,House,house,587000.0,4.0,200,0,0,0,0,0.0,0,0.0,0,51.0,2.0,E,493.0,To be done up,3,5,3,1,Houses,2
Zoute,8300,Province of West Flanders,Apartment,duplex,4200000.0,4.0,246,1,1,0,0,0.0,0,0.0,0,0.0,3.0,B,195.0,As new,6,2,4,0,Apartments,1
Woluwe-saint-lambert,1200,Brussels-Capital Region,Apartment,apartment,345000.0,2.0,115,0,0,0,1,13.0,0,0.0,0,0.0,2.0,D,175.0,Good,4,4,1,0,Apartments,1
Melle,9090,Province of East Flanders,House,house,686000.0,3.0,224,1,0,0,0,0.0,0,0.0,0,617.0,0.0,B,173.0,Just renovated,5,2,3,1,Houses,2
Schaerbeek,1030,Brussels-Capital Region,House,house,650000.0,6.0,416,1,0,0,1,20.0,1,30.0,0,190.0,2.0,E,272.0,Good,4,5,1,1,Houses,2
Walhain,1457,Province of Walloon Brabant,House,town-house,609000.0,4.0,210,1,0,0,0,0.0,0,0.0,0,1111.0,2.0,A,70.0,Not specified,7,1,7,1,Houses,2
Engis,4480,Province of Liège,House,house,260000.0,4.0,152,1,0,0,1,27.0,1,559.0,0,696.0,4.0,D,279.0,Good,4,4,6,1,Houses,2
Liege,4000,Province of Liège,Apartment,flat-studio,99000.0,1.0,35,0,0,0,0,0.0,0,0.0,0,0.0,2.0,D,295.0,To renovate,2,4,6,0,Apartments,1
Blegny,4671,Province of Liège,House,house,275000.0,3.0,163,0,0,0,1,30.0,1,270.0,0,500.0,2.0,C,254.0,As new,6,3,6,1,Houses,2
